DATETIME;SECOND;PASSED_SECONDS;PASSED_MSECONDS;P_1B;P_1C;FL_M_2A;P_2B;P_2C;P_Gas_3B;P_3C;P_4A;P_4B;P_4C;P_5B;P_5C;P_6A;P_6B;P_6C;P_7B;P_7C;P_8A;P_8B;P_8C;P_9B;P_9C;T_1;T_2;T_3;T_4;T_5;T_6;T_7;T_8;T_9;LC_1;LC_2;LC_3
2016-01-14 09:26:00;34;3000;3000567;0.059;-0.017;-1.52;-0.014;0.03;-0.221;-0.02;0.012;-0.002;0.102;-0.031;0.119;-0.043;0.117;0.144;-0.008;-0.033;0.07;0.054;0.02;-0.092;0.043;24.432;24.456;24.442;24.501;29.475;24.65;24.576;24.459;24.392;0.12;0.039;-1.608
2016-01-14 09:28:00;0;3086;3086567;0.068;-0.005;-1.56;0.004;0.025;-0.205;-0.013;0.038;0.015;0.09;-0.033;0.115;-0.053;0.152;0.137;-0.031;-0.018;0.085;0.065;0.007;-0.1;0.047;24.433;24.463;24.453;24.513;35.509;24.66;24.588;24.472;24.424;0.026;-0.042;-1.661
2016-01-14 09:30:00;0;3206;3206567;0.069;-0.01;-1.53;-0.008;0.004;-0.205;-0.016;0.03;0.011;0.099;-0.026;0.127;-0.059;0.124;0.151;-0.028;-0.028;0.082;0.067;-0.004;-0.083;0.032;24.464;24.483;24.465;24.55;35.193;24.737;24.689;24.598;24.541;0.08;-0.102;-1.636
2016-01-14 09:32:00;0;3326;3326567;0.046;-0.01;-1.55;0.003;0.016;-0.226;-0.025;0.036;0.019;0.1;-0.033;0.133;-0.052;0.144;0.14;-0.031;-0.018;0.068;0.055;0.004;-0.09;0.045;24.45;24.481;24.463;24.542;35.889;24.725;24.687;24.583;24.529;0.16;0.01;-1.591
2016-01-14 09:34:00;0;3446;3446567;0.058;-0.016;-1.56;0.001;0.02;-0.239;-0.021;0.041;-0.004;0.123;-0.02;0.136;-0.049;0.12;0.138;-0.037;-0.028;0.085;0.052;-0.001;-0.074;0.041;24.44;24.481;24.464;24.54;35.97;24.747;24.687;24.594;24.528;0.148;0.045;-1.585
2016-01-14 09:36:00;0;3566;3566567;0.054;-0.011;-1.55;0.014;0.023;-0.228;-0.008;0.035;-0.011;0.115;-0.01;0.126;-0.07;0.139;0.15;-0.029;-0.047;0.087;0.063;-0.006;-0.076;0.061;24.448;24.471;24.454;24.554;36.376;24.766;24.712;24.608;24.547;0.194;-0.181;-1.734
2016-01-14 09:38:00;0;3686;3686567;0.063;-0.022;-1.57;0.017;0.029;-0.221;-0.022;0.051;0.011;0.115;-0.015;0.151;-0.031;0.15;0.159;-0.017;-0.03;0.079;0.063;-0.005;-0.073;0.045;24.462;24.493;24.473;24.564;36.652;24.763;24.699;24.584;24.525;0.139;0.008;-1.691
2016-01-14 09:40:00;0;3806;3806567;0.055;-0.019;-1.57;0.017;0.015;-0.215;-0.01;0.057;0.0;0.118;-0.018;0.141;-0.054;0.136;0.113;-0.027;-0.033;0.068;0.045;-0.007;-0.098;0.047;24.483;24.507;24.489;24.577;37.168;24.768;24.727;24.591;24.541;0.115;-0.279;-1.77
2016-01-14 09:42:00;0;3926;3926567;0.074;-0.032;-1.57;-0.014;0.012;-0.202;-0.013;0.055;-0.001;0.118;-0.019;0.13;-0.056;0.148;0.157;-0.042;-0.038;0.078;0.054;-0.025;-0.072;0.047;24.454;24.478;24.468;24.553;37.625;24.746;24.687;24.576;24.515;0.095;-0.001;-1.991
2016-01-14 09:44:00;0;4046;4046567;0.082;-0.034;-1.59;-0.013;0.016;-0.231;-0.034;0.056;-0.003;0.131;-0.006;0.131;-0.048;0.142;0.158;-0.015;-0.057;0.077;0.063;-0.017;-0.088;0.047;24.468;24.495;24.479;24.581;37.935;24.765;24.722;24.6;24.54;0.119;-0.136;-1.843
2016-01-14 09:46:00;0;4166;4166567;0.071;-0.032;-1.58;-0.016;0.02;-0.217;-0.019;0.044;-0.015;0.124;-0.015;0.152;-0.053;0.145;0.143;-0.023;-0.059;0.084;0.065;-0.018;-0.079;0.055;24.494;24.528;24.511;24.6;38.235;24.82;24.777;24.675;24.622;0.048;-0.22;-1.688
2016-01-14 09:48:00;0;4286;4286567;0.108;-0.037;-1.58;-0.025;0.02;-0.213;-0.024;0.051;0.004;0.124;-0.009;0.145;-0.021;0.139;0.144;-0.018;-0.049;0.081;0.083;-0.019;-0.091;0.071;24.494;24.527;24.515;24.601;38.65;24.811;24.782;24.664;24.598;0.168;0.058;-2.014
2016-01-14 09:50:00;0;4406;4406567;0.086;-0.028;-1.58;-0.006;0.022;-0.218;-0.013;0.059;0.013;0.151;-0.015;0.153;-0.048;0.136;0.142;-0.03;-0.031;0.086;0.063;-0.023;-0.085;0.074;24.544;24.556;24.539;24.628;38.749;24.883;24.853;24.745;24.697;0.102;-0.28;-2.006
2016-01-14 09:52:00;0;4526;4526567;0.092;-0.034;-1.59;-0.021;0.016;-0.232;-0.012;0.049;-0.011;0.131;-0.011;0.128;-0.028;0.157;0.159;-0.017;-0.063;0.067;0.071;-0.021;-0.095;0.09;24.478;24.505;24.49;24.579;39.988;24.815;24.778;24.659;24.602;0.16;-0.179;-1.949
2016-01-14 09:54:00;0;4646;4646567;0.124;-0.028;-1.58;-0.023;0.022;-0.223;-0.014;0.056;-0.005;0.121;-0.037;0.152;-0.037;0.164;0.136;-0.024;-0.066;0.078;0.06;-0.02;-0.079;0.066;24.473;24.5;24.482;24.576;44.652;24.79;24.767;24.657;24.596;0.137;-0.219;-1.781
2016-01-14 09:56:00;0;4766;4766567;0.1;-0.034;-1.58;-0.026;0.02;-0.231;0.006;0.066;0.011;0.139;-0.018;0.141;-0.044;0.164;0.13;-0.035;-0.072;0.077;0.058;-0.026;-0.082;0.053;24.489;24.505;24.495;24.579;44.0;24.809;24.78;24.666;24.605;0.125;-0.146;-1.999
2016-01-14 09:58:00;0;4886;4886567;0.128;-0.033;-0.02;-0.009;0.012;-0.233;-0.016;0.072;-0.016;0.138;-0.01;0.146;-0.043;0.153;0.17;-0.041;-0.071;0.089;0.052;-0.018;-0.059;0.057;24.529;24.535;24.524;24.606;45.048;24.81;24.748;24.651;24.574;8.439;105.883;-65.12
2016-01-14 10:00:00;0;5006;5006567;0.11;-0.046;-0.01;-0.027;0.018;-0.251;-0.014;0.064;-0.026;0.125;-0.002;0.143;-0.038;0.152;0.184;-0.024;-0.059;0.098;0.039;-0.023;-0.101;0.044;24.514;24.543;24.528;24.607;45.757;24.822;24.773;24.663;24.597;7.776;104.902;-66.178
2016-01-14 10:02:00;0;5126;5126567;0.117;-0.024;0.0;-0.015;0.019;-0.237;-0.004;0.052;0.002;0.115;-0.018;0.159;-0.038;0.171;0.179;-0.013;-0.075;0.082;0.063;-0.044;-0.087;0.064;24.54;24.561;24.551;24.633;46.538;24.858;24.804;24.698;24.631;9.71;103.68;-67.798
2016-01-14 10:04:00;0;5246;5246567;0.118;-0.028;-0.01;-0.019;0.033;-0.235;-0.009;0.042;-0.009;0.135;0.008;0.15;-0.026;0.178;0.18;-0.014;-0.063;0.103;0.068;-0.015;-0.092;0.05;24.558;24.58;24.562;24.651;81.831;24.854;24.793;24.677;24.604;10.461;103.083;-68.445
2016-01-14 10:06:00;0;5366;5366567;0.114;-0.03;-0.02;-0.012;0.023;-0.27;-0.003;0.05;0.005;0.136;-0.015;0.143;-0.03;0.161;0.177;-0.015;-0.07;0.091;0.072;-0.035;-0.093;0.067;24.574;24.604;24.585;24.674;94.06;24.893;24.86;24.754;24.693;11.157;102.476;-68.938
2016-01-14 10:08:00;0;5486;5486567;0.124;-0.044;-0.04;-0.002;0.028;-0.232;-0.007;0.042;0.007;0.116;-0.003;0.153;-0.033;0.156;0.191;0.006;-0.072;0.088;0.036;-0.023;-0.086;0.051;24.566;24.595;24.59;24.672;74.579;24.864;24.823;24.699;24.662;11.942;101.983;-69.269
2016-01-14 10:10:00;0;5606;5606567;0.109;-0.031;0.01;-0.018;0.017;-0.251;-0.018;0.043;-0.003;0.139;0.018;0.141;-0.041;0.167;0.204;-0.039;-0.083;0.066;0.054;-0.005;-0.091;0.053;24.727;24.74;24.702;24.774;80.058;25.041;25.043;24.979;24.972;12.442;101.455;-69.482
2016-01-14 10:12:00;2;5728;5728567;0.117;-0.047;0.08;-0.022;0.019;-0.239;-0.016;0.039;-0.006;0.143;0.009;0.152;-0.031;0.153;0.189;-0.014;-0.087;0.067;0.063;-0.008;-0.081;0.042;24.791;24.809;24.761;24.828;90.615;25.109;25.131;25.081;25.07;12.698;101.13;-69.897
2016-01-14 10:14:00;0;5846;5846567;0.114;-0.064;0.0;-0.044;0.005;-0.25;-0.048;0.038;-0.017;0.161;0.034;0.159;-0.037;0.134;0.175;-0.042;-0.085;0.047;0.072;-0.017;-0.098;0.047;24.763;24.789;24.767;24.825;108.362;25.07;25.109;25.031;25.027;13.075;100.836;-70.141
2016-01-14 10:16:00;0;5966;5966567;0.143;-0.052;-0.02;-0.047;0.017;-0.257;-0.033;0.056;-0.023;0.156;0.051;0.185;-0.047;0.147;0.193;-0.047;-0.095;0.035;0.07;-0.019;-0.089;0.051;24.857;24.866;24.836;24.894;169.159;25.101;25.158;25.067;25.077;13.146;100.554;-70.317
2016-01-14 10:18:00;0;6086;6086567;0.123;-0.052;0.08;-0.055;-0.007;-0.258;-0.038;0.047;-0.034;0.155;0.056;0.198;-0.051;0.148;0.162;-0.046;-0.099;0.029;0.086;-0.018;-0.094;0.05;24.839;24.852;24.802;24.873;146.911;25.115;25.179;25.119;25.138;13.627;100.353;-70.637
2016-01-14 10:20:00;2;6208;6208567;0.133;-0.076;0.12;-0.06;-0.009;-0.276;-0.034;0.051;-0.058;0.151;0.08;0.182;-0.053;0.128;0.162;-0.06;-0.1;0.008;0.094;-0.025;-0.119;0.038;24.89;24.918;24.872;24.916;132.229;25.157;25.246;25.194;25.241;13.742;99.99;-70.897
2016-01-14 10:22:00;0;6326;6326567;0.104;-0.084;0.12;-0.052;-0.008;-0.278;-0.019;0.062;-0.055;0.178;0.082;0.208;-0.059;0.153;0.15;-0.051;-0.102;0.014;0.109;-0.018;-0.117;0.032;24.931;24.966;24.89;24.937;108.044;25.148;25.248;25.204;25.234;13.848;99.729;-70.85
2016-01-14 10:24:00;0;6446;6446567;0.132;-0.074;0.09;-0.068;-0.017;-0.292;-0.031;0.065;-0.078;0.165;0.09;0.211;-0.087;0.12;0.142;-0.055;-0.119;-0.008;0.096;-0.018;-0.136;0.03;24.957;24.985;24.907;24.982;257.022;25.178;25.254;25.218;25.223;13.993;99.762;-71.104
2016-01-14 10:26:00;0;6566;6566567;0.119;-0.068;0.12;-0.065;-0.019;-0.286;-0.015;0.059;-0.052;0.179;0.09;0.2;-0.069;0.103;0.147;-0.072;-0.133;-0.025;0.113;-0.013;-0.131;0.019;24.949;24.992;24.885;24.945;269.251;25.172;25.245;25.215;25.26;14.257;99.45;-71.172
2016-01-14 10:28:00;0;6686;6686567;0.114;-0.076;0.17;-0.071;-0.013;-0.278;-0.036;0.064;-0.074;0.178;0.1;0.208;-0.083;0.121;0.158;-0.052;-0.128;-0.041;0.108;-0.018;-0.136;0.011;24.977;25.021;24.906;24.976;280.115;25.189;25.3;25.259;25.265;14.55;99.119;-71.345
2016-01-14 10:30:00;2;6808;6808567;0.106;-0.075;0.08;-0.081;-0.039;-0.324;-0.027;0.067;-0.082;0.199;0.107;0.225;-0.092;0.119;0.14;-0.076;-0.142;-0.044;0.121;-0.034;-0.133;0.003;25.04;25.081;24.962;25.043;280.565;25.244;25.342;25.318;25.314;14.685;98.917;-71.33
2016-01-14 10:32:00;0;6926;6926567;0.128;-0.065;0.08;-0.099;-0.024;-0.318;-0.03;0.073;-0.067;0.209;0.111;0.216;-0.104;0.125;0.14;-0.078;-0.16;-0.049;0.096;-0.031;-0.134;-0.002;25.101;25.144;25.012;25.073;283.032;25.326;25.441;25.41;25.444;12.697;95.179;-68.525
2016-01-14 10:34:00;0;7046;7046567;0.118;-0.07;0.14;-0.097;-0.039;-0.321;-0.037;0.084;-0.088;0.194;0.135;0.242;-0.094;0.141;0.141;-0.088;-0.143;-0.039;0.119;-0.004;-0.137;0.014;25.092;25.135;25.019;25.091;283.722;25.313;25.41;25.379;25.4;6.751;92.331;-58.281
2016-01-14 10:36:00;0;7166;7166567;0.112;-0.069;0.2;-0.09;-0.022;1.384;-0.024;0.084;-0.094;0.177;0.129;0.223;-0.112;0.127;0.144;-0.077;-0.155;-0.046;0.123;-0.03;-0.133;0.012;25.108;25.147;25.041;25.11;281.947;25.377;25.487;25.444;25.469;6.861;92.831;-59.278
2016-01-14 10:38:00;0;7286;7286567;0.123;-0.097;0.16;-0.104;-0.039;0.936;-0.044;0.09;-0.078;0.179;0.135;0.233;-0.111;0.105;0.126;-0.078;-0.164;-0.061;0.125;-0.013;-0.141;0.002;25.178;25.222;25.106;25.198;287.652;25.418;25.525;25.501;25.5;6.804;92.376;-58.799
2016-01-14 10:40:00;0;7406;7406567;8.263;7.782;0.15;7.21;7.501;0.636;6.101;0.054;5.015;5.279;4.18;4.444;3.031;3.14;2.932;1.994;1.769;1.084;1.187;1.292;-0.028;0.128;27.557;26.17;26.209;25.97;287.678;25.873;25.701;25.616;25.671;743.924;1082.613;689.269
2016-01-14 10:42:00;0;7526;7526567;8.153;7.992;0.11;7.052;7.358;0.432;6.171;0.04;4.915;5.032;4.028;4.239;2.929;3.293;3.419;1.923;1.579;1.094;1.103;1.239;-0.082;0.096;28.732;27.346;27.516;27.213;287.784;26.973;26.693;26.418;26.085;749.415;1087.689;705.786
2016-01-14 10:44:00;0;7646;7646567;8.127;8.012;0.12;6.964;7.331;0.278;6.168;0.023;4.788;4.901;3.954;4.163;2.831;3.333;3.58;1.87;1.505;1.149;1.029;1.186;-0.122;0.108;29.167;27.938;28.103;27.814;279.946;27.547;27.205;26.908;26.34;758.416;897.062;809.925
2016-01-14 10:46:00;0;7766;7766567;8.05;8.019;4.3;6.874;7.273;0.141;6.157;0.029;4.701;4.826;3.887;4.118;2.781;3.371;3.693;1.825;1.453;1.158;0.961;1.159;-0.127;0.063;29.433;28.301;28.468;28.197;283.15;27.901;27.537;27.224;26.492;757.272;893.588;809.33
2016-01-14 10:48:00;0;7886;7886567;8.005;8.015;7.44;6.835;7.211;3.205;6.144;0.019;4.659;4.78;3.84;4.073;2.746;3.39;3.764;1.788;1.422;1.177;0.916;1.135;-0.147;0.067;29.663;28.633;28.702;28.468;284.13;28.18;27.756;27.443;26.577;757.162;891.865;809.164
2016-01-14 10:50:00;0;8006;8006567;7.987;8.022;11.98;6.813;7.218;3.655;6.14;0.038;4.611;4.738;3.824;4.06;2.719;3.398;3.834;1.75;1.381;1.186;0.881;1.115;-0.116;0.09;29.664;28.748;28.888;28.592;42.616;28.247;27.8;27.467;26.479;757.054;890.769;808.652
2016-01-14 10:52:00;0;8126;8126567;7.969;8.015;15.55;6.791;7.162;2.691;6.13;0.021;4.584;4.728;3.804;4.053;2.703;3.382;3.875;1.709;1.337;1.182;0.868;1.104;-0.153;0.054;29.753;28.897;29.004;28.766;43.264;28.45;27.998;27.648;26.612;757.058;889.898;808.351
2016-01-14 10:54:00;0;8246;8246567;7.936;8.028;18.59;6.787;7.154;4.636;6.127;0.013;4.552;4.689;3.783;4.027;2.685;3.392;3.89;1.718;1.329;1.195;0.864;1.078;-0.163;0.078;29.857;29.093;29.149;28.911;43.013;28.568;28.084;27.713;26.546;756.911;889.152;808.035
2016-01-14 10:56:00;0;8366;8366567;7.932;8.046;21.17;6.764;7.151;5.045;6.115;0.024;4.537;4.669;3.786;4.015;2.677;3.413;3.909;1.697;1.315;1.209;0.824;1.079;-0.167;0.094;29.979;29.249;29.27;29.062;69.311;28.72;28.136;27.769;26.581;756.875;888.469;807.829
2016-01-14 10:58:00;0;8486;8486567;7.926;8.041;23.53;6.787;7.133;5.048;6.114;0.018;4.526;4.663;3.766;3.981;2.689;3.432;3.913;1.687;1.308;1.174;0.828;1.074;-0.177;0.086;30.04;29.327;29.338;29.168;69.911;28.818;28.414;27.93;26.618;756.725;888.075;807.67
2016-01-14 11:00:00;0;8606;8606567;7.907;8.028;25.7;6.745;7.109;4.827;6.11;0.027;4.531;4.633;3.737;3.981;2.689;3.417;3.973;1.684;1.306;1.202;0.801;1.082;-0.168;0.07;29.975;29.314;29.348;29.153;68.756;28.781;28.318;27.884;26.528;756.633;887.384;807.549
2016-01-14 11:02:00;0;8726;8726567;7.909;8.056;27.74;6.749;7.123;4.714;6.096;0.028;4.49;4.647;3.714;3.982;2.708;3.422;3.955;1.66;1.281;1.175;0.815;1.065;-0.171;0.075;29.919;29.308;29.336;29.183;68.706;28.796;28.375;27.904;26.502;756.6;887.141;807.328
2016-01-14 11:04:00;0;8846;8846567;7.887;8.044;29.63;6.753;7.087;4.807;6.083;0.012;4.5;4.624;3.718;3.974;2.742;3.443;3.985;1.674;1.27;1.183;0.802;1.061;-0.174;0.048;30.003;29.382;29.426;29.281;68.765;28.932;28.51;28.163;26.852;756.562;886.52;806.911
2016-01-14 11:06:00;0;8966;8966567;7.882;8.041;31.58;6.754;7.069;4.913;6.089;0.001;4.481;4.628;3.72;3.964;2.727;3.431;3.974;1.643;1.254;1.144;0.816;1.07;-0.195;0.056;29.948;29.432;29.438;29.304;68.96;29.044;28.588;28.295;26.992;756.041;885.891;806.448
2016-01-14 11:08:00;0;9086;9086567;7.874;8.03;33.25;6.746;7.072;4.896;6.081;0.011;4.472;4.634;3.705;3.98;2.713;3.396;4.001;1.651;1.242;1.149;0.82;1.061;-0.183;0.055;29.916;29.466;29.474;29.33;69.718;29.052;28.636;28.306;26.997;755.711;885.568;806.081
2016-01-14 11:10:00;0;9206;9206567;7.874;8.024;34.86;6.74;7.062;4.727;6.069;0.013;4.444;4.611;3.717;3.978;2.716;3.405;4.01;1.631;1.226;1.134;0.842;1.055;-0.19;0.067;29.928;29.414;29.437;29.326;70.146;29.063;28.522;28.329;27.046;755.654;885.104;805.797
2016-01-14 11:12:00;2;9328;9328567;7.874;8.034;36.45;6.763;7.046;4.681;6.075;0.061;4.437;4.626;3.713;3.975;2.721;3.425;4.001;1.61;1.239;1.126;0.823;1.035;-0.2;0.091;30.024;29.521;29.51;29.334;70.28;29.002;28.491;28.165;26.96;755.284;884.518;805.196
2016-01-14 11:14:00;0;9446;9446567;7.866;8.028;37.9;6.726;7.052;4.773;6.06;0.032;4.444;4.604;3.716;3.981;2.729;3.397;4.007;1.622;1.21;1.118;0.825;1.039;-0.209;0.072;29.974;29.512;29.549;29.435;71.889;29.153;28.711;28.334;27.049;755.09;884.046;804.681
2016-01-14 11:16:00;0;9566;9566567;7.864;8.038;39.46;6.744;7.038;4.862;6.05;0.041;4.449;4.602;3.707;3.948;2.703;3.428;3.994;1.621;1.195;1.105;0.829;1.038;-0.205;0.088;30.048;29.553;29.538;29.424;71.431;29.16;28.654;28.334;27.054;754.53;883.317;804.426
2016-01-14 11:18:00;0;9686;9686567;7.859;8.026;40.78;6.752;7.027;4.712;6.055;0.057;4.446;4.593;3.709;3.943;2.711;3.423;4.008;1.601;1.203;1.106;0.8;1.027;-0.222;0.075;29.983;29.543;29.542;29.428;72.047;29.136;28.656;28.354;26.957;754.262;882.863;803.801
2016-01-14 11:20:00;0;9806;9806567;7.856;8.015;42.15;6.731;7.028;4.601;6.041;0.035;4.419;4.603;3.708;3.919;2.684;3.424;3.988;1.62;1.211;1.143;0.808;1.029;-0.201;0.092;30.124;29.676;29.619;29.541;75.491;29.244;28.681;28.365;27.024;754.106;882.359;803.336
2016-01-14 11:22:00;0;9926;9926567;7.866;8.012;43.52;6.738;7.026;4.653;6.019;0.052;4.449;4.604;3.719;3.927;2.673;3.418;4.022;1.604;1.205;1.124;0.785;0.999;-0.202;0.066;30.071;29.653;29.609;29.568;81.048;29.364;28.934;28.549;27.201;753.71;882.08;803.093
2016-01-14 11:24:00;0;10046;10046567;7.842;8.019;44.83;6.727;7.012;4.758;6.047;0.026;4.439;4.596;3.69;3.926;2.693;3.41;3.988;1.589;1.198;1.144;0.806;1.009;-0.205;0.086;30.102;29.739;29.685;29.621;81.437;29.313;28.752;28.392;27.062;753.481;881.739;802.709
2016-01-14 11:26:00;0;10166;10166567;7.821;8.044;46.08;6.709;7.025;4.786;6.033;0.027;4.439;4.608;3.673;3.926;2.695;3.427;4.011;1.597;1.203;1.142;0.792;1.027;-0.187;0.095;30.117;29.692;29.68;29.627;81.212;29.348;28.848;28.481;27.062;753.024;881.086;802.547
2016-01-14 11:28:00;0;10286;10286567;7.808;8.027;47.28;6.732;6.997;4.646;6.035;0.041;4.428;4.578;3.694;3.914;2.703;3.427;4.006;1.626;1.188;1.137;0.782;1.008;-0.185;0.091;30.033;29.613;29.621;29.572;90.036;29.296;28.846;28.444;27.013;752.601;880.613;801.841
2016-01-14 11:30:00;0;10406;10406567;7.82;8.033;48.57;6.71;7.014;4.605;6.035;0.029;4.46;4.588;3.698;3.895;2.697;3.416;3.999;1.612;1.214;1.119;0.808;0.995;-0.207;0.09;30.025;29.643;29.619;29.605;91.707;29.327;28.83;28.432;27.032;752.412;880.302;801.302
2016-01-14 11:32:00;0;10526;10526567;7.792;8.042;49.72;6.716;7.026;4.662;6.03;0.04;4.44;4.584;3.675;3.899;2.703;3.416;3.995;1.586;1.213;1.125;0.782;0.993;-0.18;0.074;29.937;29.626;29.605;29.531;109.429;29.219;28.616;28.275;26.841;752.07;879.834;801.085
2016-01-14 11:34:00;0;10646;10646567;7.784;8.025;50.85;6.691;7.007;4.757;6.021;0.036;4.435;4.582;3.671;3.892;2.714;3.446;3.987;1.593;1.226;1.139;0.794;0.998;-0.196;0.114;29.984;29.634;29.604;29.558;112.933;29.266;28.741;28.367;26.908;751.698;879.463;800.445
2016-01-14 11:36:00;0;10766;10766567;7.795;8.022;52.05;6.7;6.977;4.728;6.019;0.031;4.416;4.584;3.676;3.889;2.722;3.421;4.0;1.581;1.208;1.121;0.812;0.972;-0.212;0.096;29.98;29.65;29.625;29.588;117.796;29.288;28.815;28.441;26.991;751.275;878.883;800.119
2016-01-14 11:38:00;0;10886;10886567;7.798;8.028;53.18;6.714;6.972;4.616;6.013;0.024;4.41;4.569;3.665;3.898;2.716;3.428;4.002;1.57;1.211;1.14;0.797;0.991;-0.195;0.097;30.072;29.773;29.696;29.659;403.191;29.382;28.852;28.491;27.101;750.827;878.271;799.652
2016-01-14 11:40:00;0;11006;11006567;7.777;8.008;54.26;6.708;6.96;4.596;6.002;0.038;4.434;4.58;3.665;3.891;2.698;3.428;4.002;1.586;1.224;1.108;0.801;0.978;-0.213;0.102;30.066;29.773;29.711;29.678;321.07;29.42;29.01;28.582;27.196;750.313;877.6;798.949
2016-01-14 11:42:00;2;11128;11128567;7.764;8.018;55.4;6.688;6.945;4.669;6.006;0.051;4.424;4.548;3.653;3.901;2.721;3.406;3.995;1.583;1.214;1.136;0.788;0.982;-0.203;0.095;29.976;29.664;29.652;29.577;2305.014;29.298;28.767;28.424;27.023;749.902;877.052;798.476
2016-01-14 11:44:00;0;11246;11246567;7.763;8.015;56.43;6.68;6.963;4.803;6.004;0.029;4.41;4.557;3.66;3.884;2.709;3.43;3.983;1.582;1.184;1.136;0.8;0.97;-0.188;0.123;30.014;29.741;29.691;29.631;2305.045;29.394;28.839;28.461;27.08;749.433;876.411;797.662
2016-01-14 11:46:00;0;11366;11366567;7.776;8.015;57.46;6.684;6.953;4.678;5.994;0.032;4.403;4.53;3.644;3.88;2.68;3.434;3.978;1.598;1.22;1.143;0.777;0.972;-0.191;0.095;29.917;29.668;29.633;29.602;2305.103;29.33;28.853;28.476;27.013;748.669;875.844;797.108
2016-01-14 11:48:00;0;11486;11486567;7.774;8.007;58.51;6.668;6.949;4.583;5.986;0.034;4.406;4.551;3.631;3.882;2.704;3.401;3.991;1.572;1.199;1.122;0.797;0.963;-0.196;0.109;29.928;29.693;29.627;29.599;665.305;29.316;28.762;28.426;26.941;748.099;875.004;796.475
2016-01-14 11:50:00;0;11606;11606567;7.747;7.989;59.49;6.68;6.937;4.615;5.972;0.039;4.411;4.548;3.639;3.88;2.708;3.425;3.959;1.569;1.202;1.122;0.795;0.967;-0.203;0.11;29.947;29.72;29.651;29.625;633.153;29.37;28.78;28.464;26.982;747.374;874.284;795.724
2016-01-14 11:52:00;0;11726;11726567;7.765;7.993;60.44;6.64;6.914;4.71;5.959;0.044;4.391;4.534;3.633;3.874;2.703;3.413;3.961;1.581;1.215;1.135;0.779;0.947;-0.204;0.081;29.994;29.763;29.7;29.661;1069.54;29.359;28.802;28.446;26.978;746.566;873.492;794.94
2016-01-14 11:54:00;0;11846;11846567;7.731;8.006;61.47;6.614;6.908;4.79;5.952;0.053;4.384;4.504;3.609;3.86;2.672;3.413;3.97;1.576;1.221;1.131;0.756;0.935;-0.215;0.089;29.945;29.759;29.685;29.637;1464.032;29.346;28.855;28.471;26.98;745.752;872.569;794.056
2016-01-14 11:56:00;0;11966;11966567;7.728;7.992;62.41;6.649;6.927;4.624;5.947;0.045;4.382;4.521;3.605;3.846;2.681;3.405;3.956;1.562;1.209;1.144;0.758;0.924;-0.192;0.093;29.941;29.783;29.725;29.665;1148.498;29.348;28.741;28.391;26.969;744.82;871.499;793.114
2016-01-14 11:58:00;0;12086;12086567;7.726;7.98;63.37;6.607;6.889;4.579;5.944;0.045;4.368;4.504;3.603;3.86;2.696;3.419;3.95;1.58;1.192;1.13;0.776;0.932;-0.191;0.09;29.945;29.785;29.696;29.666;2305.034;29.399;28.837;28.445;27.039;743.867;870.613;792.092
2016-01-14 12:00:00;4;12210;12210567;7.716;7.982;64.31;6.603;6.89;4.617;5.92;0.035;4.361;4.498;3.59;3.848;2.695;3.405;3.945;1.56;1.205;1.111;0.767;0.919;-0.208;0.09;29.948;29.787;29.693;29.681;2304.985;29.413;28.883;28.502;27.071;742.88;869.469;791.098
2016-01-14 12:02:00;0;12326;12326567;7.705;7.949;65.2;6.621;6.875;4.733;5.93;0.019;4.346;4.501;3.577;3.851;2.714;3.396;3.917;1.574;1.221;1.12;0.764;0.915;-0.202;0.087;29.916;29.811;29.701;29.67;2304.974;29.37;28.807;28.423;27.052;741.568;868.279;790.008
2016-01-14 12:04:00;0;12446;12446567;7.711;7.95;66.06;6.585;6.869;4.728;5.916;0.059;4.34;4.5;3.578;3.861;2.688;3.39;3.939;1.57;1.206;1.111;0.763;0.917;-0.216;0.098;29.903;29.788;29.67;29.675;2304.974;29.4;28.922;28.566;27.173;740.583;866.929;788.647
2016-01-14 12:06:00;0;12566;12566567;7.68;7.93;67.01;6.58;6.856;4.589;5.907;0.027;4.347;4.475;3.571;3.857;2.691;3.385;3.926;1.553;1.195;1.106;0.763;0.919;-0.199;0.084;29.884;29.792;29.711;29.671;2304.963;29.388;28.833;28.459;27.115;739.106;865.716;787.569
2016-01-14 12:08:00;0;12686;12686567;7.662;7.931;67.8;6.564;6.828;4.566;5.885;0.043;4.326;4.481;3.575;3.849;2.682;3.375;3.92;1.56;1.208;1.09;0.768;0.913;-0.199;0.088;29.914;29.795;29.694;29.694;2304.924;29.421;28.995;28.592;27.215;737.863;864.388;786.367
2016-01-14 12:10:00;0;12806;12806567;7.655;7.906;68.63;6.543;6.82;4.647;5.873;0.039;4.316;4.465;3.557;3.844;2.679;3.363;3.902;1.544;1.195;1.107;0.755;0.923;-0.194;0.096;29.882;29.793;29.701;29.644;2304.928;29.359;28.779;28.428;27.07;736.459;862.945;784.868
2016-01-14 12:12:00;2;12928;12928567;7.642;7.895;69.46;6.504;6.802;4.761;5.856;0.046;4.301;4.46;3.561;3.833;2.665;3.38;3.903;1.551;1.215;1.111;0.766;0.921;-0.205;0.09;29.827;29.763;29.69;29.654;2304.95;29.374;28.848;28.456;27.11;734.829;861.232;783.156
